LLKey,IssueDate,StartDate,EndDate,CertificateNumber,Fee,NPOName,Event,LicenseClass,SubClass,Description,AddrStreet,AddrZip,Location
404698,2012/06/05 04:00:00+00,2012/06/28 04:00:00+00,2012/06/29 04:00:00+00,61405,50,Maryland Art Place (MAP),concert(D Bentley),LS,BWL,"Beer, Wine, & Liquor",731 EASTERN AVENUE,21201,731 EASTERN AVENUE 21201
404699,2012/06/05 04:00:00+00,2012/06/23 04:00:00+00,2012/06/24 04:00:00+00,61406,50,Maryland Art Place (MAP),concert (Chidish Ganbine),LS,BWL,"Beer, Wine, & Liquor",731 EASTERN AVENUE,21201,731 EASTERN AVENUE 21201
404700,2012/06/05 04:00:00+00,2012/06/21 04:00:00+00,2012/06/22 04:00:00+00,61407,50,Maryland Art Place (MAP),"concert (Earth,Wind & Fire)",LS,BWL,"Beer, Wine, & Liquor",731 EASTERN AVENUE,21201,731 EASTERN AVENUE 21201
404701,2012/06/05 04:00:00+00,2012/06/17 04:00:00+00,2012/06/18 04:00:00+00,61408,50,Maryland Art Place (MAP),concert (Bonnie Rait),LS,BWL,"Beer, Wine, & Liquor",731 EASTERN AVENUE,21201,731 EASTERN AVENUE 21201
404702,2012/06/05 04:00:00+00,2012/06/29 04:00:00+00,2012/06/30 04:00:00+00,61409,50,Maryland Art Place (MAP),concert (Bonnie Rait),LS,BWL,"Beer, Wine, & Liquor",731 EASTERN AVENUE,21201,731 EASTERN AVENUE 21201
404703,2012/06/05 04:00:00+00,2012/06/29 04:00:00+00,2012/06/30 04:00:00+00,61410,50,Maryland Art Place (MAP),concert (Ledisi)),LS,BWL,"Beer, Wine, & Liquor",731 EASTERN AVENUE,21201,731 EASTERN AVENUE 21201
404704,2012/06/06 04:00:00+00,2012/06/07 04:00:00+00,2012/06/11 04:00:00+00,61411,200,Saint Nicholas Greek Orthodox Church,Ethnic Festival,LS,BWL,"Beer, Wine, & Liquor",520-701 S  Ponca Street,21224,520-701 S  Ponca Street 21224
404705,2012/06/06 04:00:00+00,2012/06/09 04:00:00+00,2012/06/11 04:00:00+00,61412,100,"Project Twelve, Inc.",Festival,LS,BWL,"Beer, Wine, & Liquor",see permit # ROW2012-SE1000177,21211,
404706,2012/06/07 04:00:00+00,2012/06/16 04:00:00+00,2012/06/17 04:00:00+00,61413,25,BALTIMORE CITY FIRE DEPT. FIRE FOUNDATION,Foot Race,WS,BW,Beer & Wines,See Permit# ROW2012-SE1000915,21211,
404707,2012/06/07 04:00:00+00,2012/06/14 04:00:00+00,2012/06/20 04:00:00+00,61414,300,BALTIMORE OFFICE OF PROMOTION & THE ARTS,Festival of Ships,LS,BWL,"Beer, Wine, & Liquor",0000 Rash Field,21202,0000 Rash Field 21202
404708,2012/06/08 04:00:00+00,2012/06/15 04:00:00+00,2012/06/17 04:00:00+00,61415,100,Jamaican Association of Maryland Inc,Heritage Celebration,WF,W,Wine,4229 YORK RD,21212,4229 YORK RD 21212
404709,2012/06/08 04:00:00+00,2012/06/08 04:00:00+00,2012/06/10 04:00:00+00,61416,100,Jamaican Association of Maryland Inc,Heritage Celebration,WF,W,Wine,4229 YORK RD,21212,4229 YORK RD 21212
404710,2012/06/08 04:00:00+00,2012/06/15 04:00:00+00,2012/06/17 04:00:00+00,61417,50,Jamaican Association of Maryland Inc,Heritage Celebration,WS,BW,Beer & Wines,4229 YORK RD,21212,4229 YORK RD 21212
404711,2012/06/08 04:00:00+00,2012/06/08 04:00:00+00,2012/06/10 04:00:00+00,61418,50,Jamaican Association of Maryland Inc,Heritage Celebration,WS,BW,Beer & Wines,4229 YORK RD,21212,4229 YORK RD 21212
404712,2012/06/08 04:00:00+00,2012/06/12 04:00:00+00,2012/06/13 04:00:00+00,61419,25,"Mount Royal Improvement Association, Inc",Annual Band Concert,WS,BW,Beer & Wines,Special Event ROW2012-SE1000695,21217,Special Event ROW2012-SE1000695 21217
404713,2012/06/08 04:00:00+00,2012/06/09 04:00:00+00,2012/06/10 04:00:00+00,61420,50,St. Michael Ukrainian Catholic Church,Charitable Fundraiser,LS,BWL,"Beer, Wine, & Liquor",See Permit# TMP2012-00139,21224,
404714,2012/06/08 04:00:00+00,2012/06/09 04:00:00+00,2012/06/11 04:00:00+00,61421,100,St. Michael Ukrainian Catholic Church,Charitable Fundraiser,LS,BWL,"Beer, Wine, & Liquor",See Permit# TMP2012-00139,21224,
404715,2012/06/11 04:00:00+00,2012/06/21 04:00:00+00,2012/06/22 04:00:00+00,61422,25,"Cylburn Arboretum Association, Inc.",Soltice in the City Porch Party,WS,BW,Beer & Wines,4915 GREENSPRING AVENUE,21215,4915 GREENSPRING AVENUE 21215
404716,2012/06/12 04:00:00+00,2012/06/17 04:00:00+00,2012/06/18 04:00:00+00,61423,50,Teen Moms Fresh Start,Music Celebration,LS,BWL,"Beer, Wine, & Liquor",306 W Redwood Street,21202,306 W Redwood Street 21202
404717,2012/06/12 04:00:00+00,2012/06/14 04:00:00+00,2012/06/19 04:00:00+00,61424,250,BALTIMORE OFFICE OF PROMOTION & THE ARTS,Festival of Tall Ships,LS,BWL,"Beer, Wine, & Liquor",Inner Harbor West Shore Area,21202,Inner Harbor West Shore Area 21202
404718,2012/06/12 04:00:00+00,2012/06/23 04:00:00+00,2012/06/24 04:00:00+00,61425,25,Blue Water Baltimore Inc,Community Picnic,WS,BW,Beer & Wines,3900 Belair Rd,21213,3900 Belair Rd 21213
404719,2012/06/13 04:00:00+00,2012/06/23 04:00:00+00,2012/06/24 04:00:00+00,61426,50,"Baltimore Animal Rescue & Care Shelter, Inc",Fundraiser/ Food Truck Rally,LS,BWL,"Beer, Wine, & Liquor",2033 Kloman Street,21230,2033 Kloman Street 21230
404720,2012/06/13 04:00:00+00,2012/06/17 04:00:00+00,2012/06/18 04:00:00+00,61427,25,Gay & Lesbian Community Center of Baltimore,Park Festival,WS,BW,Beer & Wines,3001 EAST DRIVE/DRUID HILL PARK,21215,3001 EAST DRIVE/DRUID HILL PARK 21215
404721,2012/06/13 04:00:00+00,2012/06/16 04:00:00+00,2012/06/17 04:00:00+00,61428,50,Gay & Lesbian Community Center of Baltimore,Block Party,LS,BWL,"Beer, Wine, & Liquor",100 Eager Street,21201,100 Eager Street 21201
404722,2012/06/13 04:00:00+00,2012/06/17 04:00:00+00,2012/06/18 04:00:00+00,61429,50,Team Maryland Athletics Inc,Father Day Affair,LS,BWL,"Beer, Wine, & Liquor",401 E. PRATT STREET,21202,401 E. PRATT STREET 21202
404723,2012/06/13 04:00:00+00,2012/06/16 04:00:00+00,2012/06/17 04:00:00+00,61430,25,"Transmodern Age, Inc.",Performance & Music Event,WS,BW,Beer & Wines,419-21 N. Howard Street,21201,419-21 N. Howard Street 21201
404724,2012/06/13 04:00:00+00,2012/06/23 04:00:00+00,2012/06/25 04:00:00+00,61431,100,EDUCATION BASED LATINO OUTREACH (EBLO),32nd Latino Fest,LS,BWL,"Beer, Wine, & Liquor",See Permit# PA-20120122,21202,
404725,2012/06/14 04:00:00+00,2012/06/15 04:00:00+00,2012/06/16 04:00:00+00,61432,25,MARYLAND SPCA OF BALTIMORE CITY,Fundraiser Happy Hour,WS,BW,Beer & Wines,3300 Falls Rd,21211,3300 Falls Rd 21211
404726,2012/06/14 04:00:00+00,2012/06/14 04:00:00+00,2012/06/15 04:00:00+00,61433,50,"Music 4 More, Inc",Dance,LS,BWL,"Beer, Wine, & Liquor",1310 RUSSELL STREET,21215,1310 RUSSELL STREET 21215
404727,2012/06/14 04:00:00+00,2012/06/16 04:00:00+00,2012/06/17 04:00:00+00,61434,50,"Arena Players, Inc",Fundraiser,LS,BWL,"Beer, Wine, & Liquor",229 N. Franklintown Road,21223,229 N. Franklintown Road 21223
404728,2012/06/14 04:00:00+00,2012/06/22 04:00:00+00,2012/06/23 04:00:00+00,61435,25,League of Dreams-Charles Street Friday Market,Farmers Market,WS,BW,Beer & Wines,0000 W. Lanvale Street,21201,0000 W. Lanvale Street 21201
404729,2012/06/14 04:00:00+00,2012/06/29 04:00:00+00,2012/06/30 04:00:00+00,61436,25,League of Dreams-Charles Street Friday Market,Farmers Market,WS,BW,Beer & Wines,0000 W. Lanvale Street,21201,0000 W. Lanvale Street 21201
404730,2012/06/14 04:00:00+00,2012/06/16 04:00:00+00,2012/06/17 04:00:00+00,61437,50,"Future Fighters, Inc.",Boxing Event,LS,BWL,"Beer, Wine, & Liquor",1301 S Ellwood Ave,21224,1301 S Ellwood Ave 21224
404731,2012/06/14 04:00:00+00,2012/06/29 04:00:00+00,2012/06/30 04:00:00+00,61438,25,"Station North Arts & Entertainment, Inc.",Block Party,WS,BW,Beer & Wines,1901 FALLS ROAD,21211,1901 FALLS ROAD 21211
404732,2012/06/15 04:00:00+00,2012/06/17 04:00:00+00,2012/06/18 04:00:00+00,61439,25,Living Classroom Foundation,Fundaiser,WS,BW,Beer & Wines,2400 E  Fort Ave,21230,2400 E  Fort Ave 21230
404733,2012/06/15 04:00:00+00,2012/09/15 04:00:00+00,2012/09/16 04:00:00+00,61440,50,INSTITUTE OF NOTRE DAME ALUMNAE ASSOC.,Crab Feast,LS,BWL,"Beer, Wine, & Liquor",901 AISQUITH STREET,21201,901 AISQUITH STREET 21201
404734,2012/06/19 04:00:00+00,2012/06/22 04:00:00+00,2012/06/24 04:00:00+00,61441,50,Jamaican Association of Maryland Inc,Carribbean American Heritage Month Celebration,WS,BW,Beer & Wines,4229 YORK ROAD,21212,4229 YORK ROAD 21212
404735,2012/06/20 04:00:00+00,2012/07/07 04:00:00+00,2012/07/09 04:00:00+00,61442,100,2012 African American Festival,Festival,LS,BWL,"Beer, Wine, & Liquor",1101 Russell Street (M&T Bank Stadium),21230,1101 Russell Street (M&T Bank Stadium) 21230
404736,2012/06/20 04:00:00+00,2012/06/30 04:00:00+00,2012/07/01 04:00:00+00,61443,50,"Arena Players , Inc",Fundaiser,LS,BWL,"Beer, Wine, & Liquor",844 E. PRATT STREET,21202,844 E. PRATT STREET 21202
404737,2012/06/20 04:00:00+00,2012/06/30 04:00:00+00,2012/07/01 04:00:00+00,61444,50,CARRIBEAN AMERICAN CARNIVAL ASSOC.,Summer Dance,LS,BWL,"Beer, Wine, & Liquor",3125  W. BELVEDERE AVENUE,21215,3125  W. BELVEDERE AVENUE 21215
404738,2012/06/20 04:00:00+00,2012/07/02 04:00:00+00,2012/07/03 04:00:00+00,61445,50,M.A.P (Maryland Art Place),"Concert (Crosby, Stills and Nash)",LS,BWL,"Beer, Wine, & Liquor",731 Eastern Ave (Pier6),21202,731 Eastern Ave (Pier6) 21202
404739,2012/06/20 04:00:00+00,2012/07/13 04:00:00+00,2012/07/14 04:00:00+00,61446,50,M.A.P (Maryland Art Place),Mindless Behavior,LS,BWL,"Beer, Wine, & Liquor",731 Eastern Ave (Pier6),21202,731 Eastern Ave (Pier6) 21202
404740,2012/06/20 04:00:00+00,2012/07/02 04:00:00+00,2012/07/03 04:00:00+00,61447,50,M.A.P (Maryland Art Place),Concert,LS,BWL,"Beer, Wine, & Liquor",731 Eastern Ave (Pier6),21202,731 Eastern Ave (Pier6) 21202
404741,2012/06/21 04:00:00+00,2012/06/24 04:00:00+00,2012/06/25 04:00:00+00,61448,50,Cottda Foundation Inc,Fundraiser,LS,BWL,"Beer, Wine, & Liquor",3503 Richard Ave,21214,3503 Richard Ave 21214
404742,2012/06/21 04:00:00+00,2012/06/22 04:00:00+00,2012/06/23 04:00:00+00,61449,25,"Waterfront Partnership of Baltimore, Inc.",Family Event,WS,BW,Beer & Wines,401 Light Street (Westshore Park),21202,401 Light Street (Westshore Park) 21202
404743,2012/06/22 04:00:00+00,2012/07/07 04:00:00+00,2012/07/08 04:00:00+00,61450,25,Craig Willinger Fund,Roller Derby,WS,BW,Beer & Wines,1301 S. ELLWOOD AVENUE,21224,1301 S. ELLWOOD AVENUE 21224
404744,2012/06/22 04:00:00+00,2012/08/11 04:00:00+00,2012/08/12 04:00:00+00,61451,25,Craig Willinger Fund,Roller Derby,WS,BW,Beer & Wines,1301 S. ELLWOOD AVENUE,21224,1301 S. ELLWOOD AVENUE 21224
404745,2012/06/22 04:00:00+00,2012/06/24 04:00:00+00,2012/06/25 04:00:00+00,61452,25,"Arena Players , Inc",Fundraiser,WS,BW,Beer & Wines,201 W. Monument Street,21201,201 W. Monument Street 21201
404746,2012/06/22 04:00:00+00,2012/06/24 04:00:00+00,2012/06/25 04:00:00+00,61453,50,"Arena Players , Inc",Fundraiser,LS,BWL,"Beer, Wine, & Liquor",201 MARYLAND HISTORICAL SOC.-W. MONUMENT ST.,21201,201 MARYLAND HISTORICAL SOC.-W. MONUMENT ST. 21201
404747,2012/06/22 04:00:00+00,2012/07/26 04:00:00+00,2012/07/27 04:00:00+00,61454,50,M.A.P (Maryland Art Place),Concert (BSO Music of Micheal Jackson),LS,BWL,"Beer, Wine, & Liquor",731 EASTERN AVENUE,21201,731 EASTERN AVENUE 21201
404748,2012/06/22 04:00:00+00,2012/06/30 04:00:00+00,2012/07/01 04:00:00+00,61455,50,MORGAN STATE UNIVERSITY,Wedding & Reception,LS,BWL,"Beer, Wine, & Liquor",1700 E. Cold Spring Lane,21251,1700 E. Cold Spring Lane 21251
404749,2012/06/22 04:00:00+00,2012/07/07 04:00:00+00,2012/07/08 04:00:00+00,61456,50,Kurk Lee Foundation Fundraiser,Fundaiser,LS,BWL,"Beer, Wine, & Liquor",3333 FREDERICK AVE.,21229,3333 FREDERICK AVE. 21229
404750,2012/06/25 04:00:00+00,2012/07/16 04:00:00+00,2012/07/22 04:00:00+00,61457,150,"SOUTH BALTIMORE LITTLE LEAGUE, INC.",Carnival,WS,BW,Beer & Wines,1101 E. FORT AVENUE,21230,1101 E. FORT AVENUE 21230
404751,2012/06/27 04:00:00+00,2012/07/21 04:00:00+00,2012/07/22 04:00:00+00,61458,25,AIDS Interfaith Residental Service Inc,Fashion Show,WS,BW,Beer & Wines,1800 N. Charles Street,21218,1800 N. Charles Street 21218
404752,2012/06/27 04:00:00+00,2012/06/29 04:00:00+00,2012/07/01 04:00:00+00,61459,50,"JAMAICAN ASSOCATION OF MARYLAND, INC.",Carribean American Heritage Month Celebration,WS,BW,Beer & Wines,4229 YORK ROAD,21218,4229 YORK ROAD 21218
404753,2012/06/27 04:00:00+00,2012/07/07 04:00:00+00,2012/07/08 04:00:00+00,61460,50,Caribbean American Cultural,Fundaiser,LS,BWL,"Beer, Wine, & Liquor",3125 W. BELVEDERE AVENUE,21215,3125 W. BELVEDERE AVENUE 21215
404754,2012/06/29 04:00:00+00,2012/07/04 04:00:00+00,2012/07/05 04:00:00+00,61461,25,BALTIMORE MUSEUM OF INDUSTRY,Fundraising Event,WS,BW,Beer & Wines,1415 KEY HIGHWAY,21230,1415 KEY HIGHWAY 21230
404755,2012/06/29 04:00:00+00,2012/07/07 04:00:00+00,2012/07/08 04:00:00+00,61462,50,Knox H.O.P.E Community Development Corporation,Dance,LS,BWL,"Beer, Wine, & Liquor",2900 Liberty Heights Avenue,21215,2900 Liberty Heights Avenue 21215
404756,2012/07/03 04:00:00+00,2012/07/27 04:00:00+00,2012/07/29 04:00:00+00,61463,50,THE MOBTOWN PLAYERS,Play Performance,WS,BW,Beer & Wines,3600 Clipper Mill Rd,21211,3600 Clipper Mill Rd 21211
404757,2012/07/03 04:00:00+00,2012/07/13 04:00:00+00,2012/07/15 04:00:00+00,61464,50,THE MOBTOWN PLAYERS,Play Performance,WS,BW,Beer & Wines,3600 Clipper Mill Rd,21211,3600 Clipper Mill Rd 21211
404758,2012/07/03 04:00:00+00,2012/07/20 04:00:00+00,2012/07/22 04:00:00+00,61465,50,THE MOBTOWN PLAYERS,Play Performance,WS,BW,Beer & Wines,3600 Clipper Mill Rd,21211,3600 Clipper Mill Rd 21211
404759,2012/07/03 04:00:00+00,2012/07/06 04:00:00+00,2012/07/08 04:00:00+00,61466,50,Jamaican Association of Maryland Inc,Holiday Celebration,WS,BW,Beer & Wines,4229 YORK ROAD,21218,4229 YORK ROAD 21218
404760,2012/07/05 04:00:00+00,2012/07/06 04:00:00+00,2012/07/07 04:00:00+00,61467,25,Hampden Community Council,Outdoor Councert,WS,BW,Beer & Wines,1221 W. 36TH STREET,21211,1221 W. 36TH STREET 21211
404761,2012/07/05 04:00:00+00,2012/07/13 04:00:00+00,2012/07/14 04:00:00+00,61468,25,Hampden Community Council,Outdoor Concert,WS,BW,Beer & Wines,1221 W. 36TH STREET,21211,1221 W. 36TH STREET 21211
404762,2012/07/05 04:00:00+00,2012/07/20 04:00:00+00,2012/07/21 04:00:00+00,61469,25,Hampden Community Council,Outdoor Concert,WS,BW,Beer & Wines,1221 W. 36TH STREET,21211,1221 W. 36TH STREET 21211
404763,2012/07/05 04:00:00+00,2012/07/27 04:00:00+00,2012/07/28 04:00:00+00,61470,25,Hampden Community Council,Outdoor Concert,WS,BW,Beer & Wines,1221 W. 36TH STREET,21211,1221 W. 36TH STREET 21211
404764,2012/07/05 04:00:00+00,2012/07/15 04:00:00+00,2012/07/16 04:00:00+00,61471,25,THE JOHNS HOPKINS CLUB INC.,36th Annual Crab Feast,WS,BW,Beer & Wines,3400 N. Charles Street (Homewood Campus),21218,3400 N. Charles Street (Homewood Campus) 21218
404765,2012/07/09 04:00:00+00,2012/07/21 04:00:00+00,2012/07/22 04:00:00+00,61472,50,AIDS Interfaith Residental Service Inc,Fashion Show,LS,BWL,"Beer, Wine, & Liquor",1800 N. Charles Street,21218,1800 N. Charles Street 21218
404766,2012/07/09 04:00:00+00,2012/07/13 04:00:00+00,2012/07/14 04:00:00+00,61473,50,United States Amateur Boxing (USA Boxing),Boxing,LS,BWL,"Beer, Wine, & Liquor",1301 Elwood Ave,21231,1301 Elwood Ave 21231
404767,2012/07/09 04:00:00+00,2012/07/28 04:00:00+00,2012/07/29 04:00:00+00,61474,25,"Hamilton-Lauraville Main Street, Inc.",Festival,WS,BW,Beer & Wines,see Permit # ROW2012-SE1001169,21214,
404768,2012/07/10 04:00:00+00,2012/07/14 04:00:00+00,2012/07/15 04:00:00+00,61475,50,"CARRIBEAN ASSOCIATION OF BALTIMORE, INC.",After Independence Dance,LS,BWL,"Beer, Wine, & Liquor",3125 W Belvedere Ave,21215,3125 W Belvedere Ave 21215
404769,2012/07/10 04:00:00+00,2012/07/14 04:00:00+00,2012/07/15 04:00:00+00,61476,50,"Arena Players, Inc",Fundraiser,LS,BWL,"Beer, Wine, & Liquor",844 E. PRATT ST.,21202,844 E. PRATT ST. 21202
404770,2012/07/10 04:00:00+00,2012/07/13 04:00:00+00,2012/07/14 04:00:00+00,61477,50,Maryland Mobile Food Vendors Association,Fundaiser,LS,BWL,"Beer, Wine, & Liquor",210 S  Cental Ave,21202,210 S  Cental Ave 21202
404771,2012/07/10 04:00:00+00,2012/07/14 04:00:00+00,2012/07/16 04:00:00+00,61478,100,Jamaican Association of Maryland Inc,Caribbean American Carnival,LS,BWL,"Beer, Wine, & Liquor",Lake Clifton Park (Band Shell Area),21202,Lake Clifton Park (Band Shell Area) 21202
404772,2012/07/11 04:00:00+00,2012/09/21 04:00:00+00,2012/09/23 04:00:00+00,61479,50,Notre Dame of Maryland University,Reunion,WS,BW,Beer & Wines,4701 N Charles (locations per Letter),21210,4701 N Charles (locations per Letter) 21210
404773,2012/07/11 04:00:00+00,2012/07/13 04:00:00+00,2012/07/14 04:00:00+00,61480,50,"Arena Players , Inc",Fundraiser,LS,BWL,"Beer, Wine, & Liquor",844 E. PRATT STREET,21202,844 E. PRATT STREET 21202
404774,2012/07/12 04:00:00+00,2012/07/13 04:00:00+00,2012/07/14 04:00:00+00,61481,25,"MAYFIELD IMPROVEMENT ASSOCIATION, INC.",Summer Block Party,WS,BW,Beer & Wines,3400 BLOCK OF NORMAN AVENUE,21213,3400 BLOCK OF NORMAN AVENUE 21213
404775,2012/07/12 04:00:00+00,2012/07/13 04:00:00+00,2012/07/15 04:00:00+00,61482,50,"Transmodern Age, Inc.",Performance Art,WS,BW,Beer & Wines,419-21 N. Howard Street,21201,419-21 N. Howard Street 21201
404776,2012/07/13 04:00:00+00,2012/07/15 04:00:00+00,2012/07/16 04:00:00+00,61483,25,"Waterfront Partnership of Baltimore, Inc.",KIDS CONCERT,WS,BW,Beer & Wines,401 Light Street,21230,401 Light Street 21230
404777,2012/07/16 04:00:00+00,2012/08/12 04:00:00+00,2012/08/13 04:00:00+00,61484,25,St Francis of Assisi Church Parish Council,Crab Feast,WS,BW,Beer & Wines,3615 Harford Rd (Church Hall),21218,3615 Harford Rd (Church Hall) 21218
404778,2012/07/16 04:00:00+00,2012/07/21 04:00:00+00,2012/07/22 04:00:00+00,61485,25,Broadneck Elks Lodge 2608,Trade Show/Motorcycle Show,WS,BW,Beer & Wines,"1101 Russell St.   Parking Lot ""B""",21230,"1101 Russell St.   Parking Lot ""B"" 21230"
404779,2012/07/16 04:00:00+00,2012/07/19 04:00:00+00,2012/07/20 04:00:00+00,61486,50,National Assocation of Jamaican and Supportive Organization,Networking/Social,LS,BWL,"Beer, Wine, & Liquor",2900 Liberty Heights Avenue,21215,2900 Liberty Heights Avenue 21215
404780,2012/07/16 04:00:00+00,2012/07/26 04:00:00+00,2012/07/27 04:00:00+00,61487,50,National Assocation of Jamaican and Supportive Organization,Networking Social Event at the Palladium,LS,BWL,"Beer, Wine, & Liquor",2900 Liberty Heights Avenue,21215,2900 Liberty Heights Avenue 21215
404781,2012/07/17 04:00:00+00,2012/07/20 04:00:00+00,2012/07/23 04:00:00+00,61488,150,BALTIMORE OFFICE OF PROMOTION & THE ARTS,Festival,LS,BWL,"Beer, Wine, & Liquor",See permit# ROW2012-SE1001148,21217,
404782,2012/07/17 04:00:00+00,2012/07/27 04:00:00+00,2012/07/29 04:00:00+00,61489,50,"JAMAICAN ASSOCIATION OF MARYLAND, INC.",Fundaiser,WS,BW,Beer & Wines,4229 YORK RD,21212,4229 YORK RD 21212
404783,2012/07/17 04:00:00+00,2012/07/20 04:00:00+00,2012/07/22 04:00:00+00,61490,50,"JAMAICAN ASSOCIATION OF MARYLAND, INC.",Fundaiser,WS,BW,Beer & Wines,4229 YORK RD,21212,4229 YORK RD 21212
404784,2012/07/18 04:00:00+00,2012/07/20 04:00:00+00,2012/07/21 04:00:00+00,61491,50,Maryland Mobile Food Vendors Association,Fundraiser,LS,BWL,"Beer, Wine, & Liquor",34th Keswick,21211,34th Keswick 21211
404785,2012/07/19 04:00:00+00,2012/07/21 04:00:00+00,2012/07/22 04:00:00+00,61492,50,"Arena Players , Inc",Fundraiser,LS,BWL,"Beer, Wine, & Liquor",229 N. Franklintown Road,21223,229 N. Franklintown Road 21223
404786,2012/07/20 04:00:00+00,2012/07/27 04:00:00+00,2012/07/28 04:00:00+00,61493,50,M.A.P (Maryland Art Place),Led Zeplin Concert,LS,BWL,"Beer, Wine, & Liquor",731 Eastern Ave (Pier6),21202,731 Eastern Ave (Pier6) 21202
404787,2012/07/20 04:00:00+00,2012/08/02 04:00:00+00,2012/08/03 04:00:00+00,61494,25,The Historic Charles Street Association,First Thursday Concert,WS,BW,Beer & Wines,unit blk of West Mt. Vernon Place (west of charles),21201,unit blk of West Mt. Vernon Place (west of charles) 21201
404788,2012/07/20 04:00:00+00,2012/09/06 04:00:00+00,2012/09/07 04:00:00+00,61495,25,The Historic Charles Street Association,First Thursday Concert,WS,BW,Beer & Wines,unit blk of West Mt. Vernon Place (west of charles),21201,unit blk of West Mt. Vernon Place (west of charles) 21201
404789,2012/07/23 04:00:00+00,2012/07/26 04:00:00+00,2012/07/27 04:00:00+00,61496,50,Arena Players Inc,Fundaiser,LS,BWL,"Beer, Wine, & Liquor",1310 RUSSELL STREET,21215,1310 RUSSELL STREET 21215
404790,2012/07/26 04:00:00+00,2012/07/26 04:00:00+00,2012/07/27 04:00:00+00,61497,25,"Transmodern Age, Inc.",Music & Art Event,WS,BW,Beer & Wines,421 N.Howard Street,21201,421 N.Howard Street 21201
404791,2012/07/27 04:00:00+00,2012/07/27 04:00:00+00,2012/07/28 04:00:00+00,61498,50,"Waterfront Partnership of Baltimore, Inc.",Family Social,LS,BWL,"Beer, Wine, & Liquor",401 Light Street,21230,401 Light Street 21230
404792,2012/07/27 04:00:00+00,2012/08/10 04:00:00+00,2012/08/11 04:00:00+00,61499,50,"Waterfront Partnership of Baltimore, Inc.",Family Social,LS,BWL,"Beer, Wine, & Liquor",401 Light Street,21230,401 Light Street 21230
404793,2012/07/27 04:00:00+00,2012/07/28 04:00:00+00,2012/07/29 04:00:00+00,61500,50,Arena Players Inc,Fundaiser,LS,BWL,"Beer, Wine, & Liquor",229 N  Franklin Street,21223,229 N  Franklin Street 21223
404794,2012/07/30 04:00:00+00,2012/08/07 04:00:00+00,2012/08/08 04:00:00+00,61501,50,M.A.P (Maryland Art Place),Carnival of Madness,LS,BWL,"Beer, Wine, & Liquor",731 Eastern Ave (Pier6),21202,731 Eastern Ave (Pier6) 21202
404795,2012/07/30 04:00:00+00,2012/08/17 04:00:00+00,2012/08/18 04:00:00+00,61502,50,M.A.P (Maryland Art Place),Scream,LS,BWL,"Beer, Wine, & Liquor",731 Eastern Ave (Pier6),21202,731 Eastern Ave (Pier6) 21202
404796,2012/07/30 04:00:00+00,2012/08/04 04:00:00+00,2012/08/05 04:00:00+00,61503,50,"Caribbean-American Cultural Center, Inc.",Fundraiser,LS,BWL,"Beer, Wine, & Liquor",3125 W. BELVEDERE AVENUE,21215,3125 W. BELVEDERE AVENUE 21215
404797,2012/07/31 04:00:00+00,2012/08/01 04:00:00+00,2012/08/02 04:00:00+00,61504,25,"Pan in the Community, Inc.",Community Affair,WS,BW,Beer & Wines,3220 THE ALAMEDA,21218,3220 THE ALAMEDA 21218
404798,2012/07/31 04:00:00+00,2012/08/05 04:00:00+00,2012/08/06 04:00:00+00,61505,50,POP WARNER LITTLE SCHOLARS INC.,Neo Soul Concert,LS,BWL,"Beer, Wine, & Liquor",4915 GREENSPRING AVENUE,21215,4915 GREENSPRING AVENUE 21215
404799,2012/07/31 04:00:00+00,2012/08/10 04:00:00+00,2012/08/11 04:00:00+00,61506,25,Roots & Culture Inc,Fundaiser,WS,BW,Beer & Wines,4229 YORK RD,21212,4229 YORK RD 21212
404800,2012/07/31 04:00:00+00,2012/08/25 04:00:00+00,2012/08/26 04:00:00+00,61507,25,Roots & Culture Inc,Fundaiser,WS,BW,Beer & Wines,4229 YORK RD,21212,4229 YORK RD 21212
404801,2012/08/01 04:00:00+00,2012/09/05 04:00:00+00,2012/09/06 04:00:00+00,61508,50,BABE RUTH BIRTHPLACE FOUNDATION INC.,VIP Reception,LS,BWL,"Beer, Wine, & Liquor",301 W. Camden Street,21201,301 W. Camden Street 21201
404802,2012/08/01 04:00:00+00,2012/08/04 04:00:00+00,2012/08/06 04:00:00+00,61509,50,Jamaican Association of Maryland Inc,Celebration,WS,BW,Beer & Wines,4229 YORK ROAD,21218,4229 YORK ROAD 21218
404803,2012/08/01 04:00:00+00,2012/08/11 04:00:00+00,2012/08/12 04:00:00+00,61510,25,Jamaican Association of Maryland Inc,Celebration,WS,BW,Beer & Wines,4229 YORK ROAD,21218,4229 YORK ROAD 21218
404804,2012/08/01 04:00:00+00,2012/08/11 04:00:00+00,2012/08/13 04:00:00+00,61511,50,"JAMAICAN ASSOCATION OF MARYLAND, INC.",Celebration,WS,BW,Beer & Wines,4229 YORK ROAD,21218,4229 YORK ROAD 21218
404805,2012/08/03 04:00:00+00,2012/08/05 04:00:00+00,2012/08/06 04:00:00+00,61512,50,"Arena Players , Inc",Fundaiser,LS,BWL,"Beer, Wine, & Liquor",229 N  Franklin Street,21223,229 N  Franklin Street 21223
